right_arm,left_arm,left_leg,right_leg,left_fore_arm,right_fore_arm,waist
51.14,98.34,125.19,150.88,143.0,144.81,140.935
53.22,93.27,129.27,152.38,131.59,144.26,141.89499999999998
55.87,99.94,144.66,149.97,135.05,139.61,169.49
56.99,92.31,125.07,137.33,133.27,145.56,141.555
57.06,97.26,126.71,140.88,142.02,146.41,139.20999999999998
57.41,90.1,126.42,135.78,139.78,147.31,151.995
67.06,85.64,143.46,156.62,125.7,140.48,164.44
59.31,87.37,144.01,150.4,132.66,144.52,160.135
53.9,89.42,156.92,158.48,131.0,147.53,161.40499999999997
65.91,85.83,147.14,163.38,134.57,146.53,165.685
62.51,88.85,157.34,167.3,133.12,144.41,160.58499999999998
60.8,84.59,153.65,151.21,134.54,141.32,162.21499999999995
55.05,88.43,151.58,163.43,134.53,141.59,163.435
67.09,89.26,152.65,166.76,134.98,149.78,166.03
64.06,87.26,154.98,159.94,140.04,140.49,165.475
60.77,81.62,160.38,174.97,129.86,141.1,161.405
59.27,85.94,160.96,170.53,134.3,139.46,161.57
68.86,87.19,151.01,166.83,137.79,139.09,164.56
63.52,87.46,158.25,172.5,130.71,135.11,161.345
67.44,87.57,146.58,149.13,137.22,147.45,166.55
60.96,90.16,153.42,165.57,129.94,146.21,163.38
62.85,88.99,139.04,163.55,134.55,145.22,161.38
52.54,92.84,143.16,150.29,137.49,147.39,164.19
55.84,91.09,137.61,142.88,136.39,148.79,160.5
55.47,88.34,134.44,154.17,139.88,143.58,162.55
58.04,90.53,143.15,148.95,142.7,147.92,165.26
61.66,81.09,153.91,155.32,134.91,145.26,159.69
65.89,83.62,148.27,157.68,137.88,138.39,163.495
63.72,76.03,155.5,167.53,129.67,132.93,163.085
72.14,78.81,157.55,166.98,130.82,137.73,159.25
70.87,81.05,150.88,161.4,135.15,132.37,164.42000000000002
66.98,83.76,151.02,164.85,136.41,133.16,165.375
69.26,81.36,154.66,161.97,135.15,145.73,163.46
64.66,84.24,142.98,148.12,134.17,147.28,161.755
60.08,83.19,151.86,155.19,131.81,138.25,160.19
60.65,86.41,142.39,158.52,129.32,140.99,159.84
59.24,89.92,135.5,148.04,140.56,144.02,163.615
61.5,91.43,134.54,155.46,137.41,139.66,164.17000000000002
63.05,91.05,142.24,154.24,126.93,145.54,156.945
61.28,90.29,135.29,147.33,130.13,143.31,158.175
57.83,95.76,118.14,120.71,136.47,149.37,160.08499999999998
65.21,89.45,131.82,129.3,134.14,143.31,160.58
64.77,82.54,145.98,147.53,133.95,147.7,162.57
66.44,78.85,148.44,152.67,126.06,145.51,158.035
67.83,78.3,140.25,141.4,128.93,138.56,158.39499999999998
67.16,74.67,140.99,149.63,123.28,140.26,158.125
59.01,74.3,139.85,143.32,121.69,144.5,157.425
63.07,71.65,123.17,122.06,115.01,139.63,163.64
68.14,70.53,140.46,145.98,123.41,139.24,160.3
59.86,63.76,138.93,141.98,111.89,140.77,163.555
60.55,56.58,122.75,113.21,121.55,140.1,162.03
58.61,53.53,114.42,114.08,125.12,135.73,138.1
55.46,59.4,147.42,160.24,125.41,141.12,157.95499999999998
60.9,47.72,140.88,154.49,122.34,137.0,163.43
64.33,48.73,137.41,153.43,125.2,140.12,165.63
70.94,45.62,143.45,157.71,123.87,131.36,164.70999999999998
63.21,41.89,146.53,157.28,115.3,128.75,159.06
59.45,58.56,132.49,152.51,135.95,131.64,161.88
59.15,49.32,144.81,146.97,130.73,123.61,161.42000000000002
60.02,49.48,137.9,148.22,130.18,122.45,161.985
58.24,41.54,142.68,147.39,127.18,119.63,160.245
60.17,40.17,104.88,112.91,130.7,119.21,113.525
55.18,35.03,149.92,145.03,122.72,127.36,148.075
67.51,28.09,110.96,111.98,120.25,119.8,89.495
66.78,24.1,92.01,88.92,95.48,153.88,88.935
51.37,14.82,68.43,75.97,97.54,136.86,94.91
51.61,18.09,75.73,57.1,102.43,145.48,86.89
70.52,24.56,77.29,57.06,121.34,132.31,57.64
70.52,20.93,78.75,76.18,95.46,127.81,71.235
84.4,36.59,52.12,49.06,116.93,134.17,42.135000000000005
79.99,29.25,51.05,58.24,108.23,136.46,45.445
74.89,34.57,77.5,81.11,119.88,136.51,44.645
78.51,42.85,54.24,47.78,110.99,147.52,42.5
86.92,56.97,42.36,39.1,114.56,150.52,42.175
64.08,58.14,69.49,63.14,134.32,142.99,61.725
61.78,46.15,74.5,117.62,120.97,148.68,90.1
63.75,55.17,139.32,132.71,130.92,143.96,139.61
54.32,41.55,142.76,144.25,127.29,139.95,145.88
67.88,52.45,129.76,126.85,118.85,140.91,126.35
67.23,52.04,62.16,61.2,121.59,154.08,55.705
67.68,60.38,44.7,37.8,130.36,144.34,45.71
69.45,64.83,36.61,28.1,125.72,142.26,38.03
68.81,60.98,37.7,37.46,122.63,135.24,38.225
67.97,64.39,41.38,40.63,128.57,137.02,44.535
60.7,57.6,39.9,40.99,129.71,130.92,45.49
61.96,59.97,38.92,31.37,131.98,138.25,40.975
61.8,51.9,37.39,37.38,119.09,126.99,42.21
59.2,49.4,46.92,47.29,117.38,130.17,48.795
51.98,35.86,74.67,80.77,118.03,131.59,79.385
56.48,39.69,75.33,75.37,114.7,132.16,74.63
58.65,45.33,50.02,53.32,120.87,129.54,51.88
61.22,49.78,43.31,44.89,120.09,129.69,46.345
55.57,45.37,48.11,51.55,123.31,137.22,52.455
50.97,40.59,57.75,62.19,129.18,139.84,60.59
63.77,60.27,42.84,43.66,129.82,134.81,41.495000000000005
59.64,47.76,47.69,48.07,121.7,139.95,50.21
57.39,47.84,46.98,47.89,119.12,135.17,44.620000000000005
56.78,40.05,63.22,64.95,117.72,144.72,57.885000000000005
72.78,54.34,44.9,40.14,114.23,136.64,38.785
73.8,50.86,37.58,36.02,109.35,132.71,33.365
79.07,56.68,37.48,36.61,113.03,136.66,32.295
66.7,57.89,42.42,41.46,120.28,133.41,37.83
72.89,63.48,33.33,32.09,115.68,128.34,31.69
75.9,65.06,29.76,31.34,117.57,126.31,29.06
70.92,58.33,34.23,34.92,114.17,134.0,32.36
65.14,49.95,44.05,45.04,110.26,139.5,40.485
64.09,50.35,42.3,41.02,114.18,139.32,40.405
69.45,54.64,39.42,36.59,111.11,138.06,37.97
65.48,50.66,43.09,42.93,115.92,145.66,41.34
60.55,44.74,47.43,49.58,109.77,137.34,47.55
56.53,42.69,47.79,48.54,104.46,131.32,45.870000000000005
62.1,45.4,38.35,37.55,105.61,130.08,38.77
64.93,49.69,34.62,39.55,116.21,131.65,33.480000000000004
54.64,41.12,45.54,49.42,112.09,128.54,43.545
60.92,44.26,45.32,42.92,109.72,138.18,43.06
67.52,54.21,31.01,34.22,113.18,126.15,31.270000000000003
60.56,48.54,38.39,38.43,118.11,133.71,37.425
64.11,52.08,36.13,35.57,115.6,133.47,33.870000000000005
53.74,40.78,52.89,55.01,105.52,127.8,49.97
53.1,41.1,47.29,56.18,106.19,128.31,47.42
47.55,37.44,59.13,71.71,115.95,136.93,55.755
47.5,36.43,79.68,76.71,111.21,132.52,80.22
53.3,42.61,46.32,46.53,117.39,131.86,49.44
59.88,48.74,43.36,44.69,113.44,125.87,44.260000000000005
59.58,45.96,38.84,42.58,120.37,132.46,38.97
60.96,49.32,37.03,40.33,118.78,134.23,35.52
63.83,50.34,35.64,35.88,117.14,135.18,37.145
60.78,48.82,39.66,39.38,117.02,131.43,39.39
57.12,42.5,40.56,40.6,119.83,135.79,40.64
60.27,46.77,35.78,35.28,124.39,136.83,36.665
61.83,44.91,36.55,36.13,117.18,127.43,41.195
67.64,57.44,27.52,27.04,121.81,127.97,30.125
67.62,58.17,28.33,27.78,122.95,130.6,30.315
