right_arm,left_arm,left_leg,right_leg,left_fore_arm,right_fore_arm,waist
47.89,34.57,98.9,85.78,132.62,138.61,94.48
46.57,33.73,87.76,75.5,132.44,137.84,85.83
45.8,32.9,77.02,67.27,130.01,135.35,76.65
45.85,29.85,92.12,77.48,130.68,139.49,90.31
52.33,33.67,89.3,73.45,122.1,138.66,86.715
47.89,31.6,95.9,80.08,125.34,134.71,93.5
37.07,20.32,120.15,102.59,120.17,129.01,114.275
36.18,20.94,91.48,77.48,127.66,126.51,88.31
67.14,46.2,38.14,38.18,114.09,133.23,39.805
59.7,41.54,51.19,49.42,116.99,139.69,51.075
44.67,28.96,55.15,59.58,124.4,140.44,48.815
36.34,18.45,77.54,75.95,135.2,130.62,75.315
59.3,38.92,36.05,46.49,119.39,128.87,36.09
41.97,23.58,73.16,89.2,114.57,123.54,76.33500000000001
47.88,33.92,62.68,70.91,119.7,128.85,57.765
44.89,19.06,77.55,152.83,118.51,125.46,121.53
45.08,17.71,81.74,158.53,115.41,123.98,121.61
54.37,23.36,64.61,118.88,118.05,128.02,96.01
54.7,18.7,88.83,153.73,112.28,123.27,128.26999999999998
53.04,18.49,76.64,139.62,110.58,126.35,113.655
38.13,16.51,152.26,157.45,112.5,117.13,158.07
33.92,19.23,147.8,147.23,118.99,124.11,147.51
40.93,26.95,114.34,124.26,142.09,129.36,108.945
39.44,25.56,110.28,109.62,138.16,135.07,103.01
43.04,27.38,119.65,121.67,127.65,137.16,110.71
30.45,17.38,118.39,108.93,125.36,125.04,113.315
55.1,38.31,141.12,135.23,118.07,144.75,136.505
72.8,57.65,75.44,66.38,127.67,147.86,68.755
50.27,42.1,102.85,92.56,134.84,141.33,96.91
68.11,56.31,63.64,55.24,128.89,146.95,59.73
89.91,76.3,42.91,38.54,137.06,149.89,41.005
85.06,67.7,51.18,45.1,131.27,142.09,51.285
76.93,57.8,73.33,61.56,130.9,143.96,69.22
75.46,56.66,55.17,49.56,133.43,140.21,51.6
77.91,43.98,75.13,54.28,133.97,151.41,65.07
72.57,36.96,97.01,81.1,127.37,128.49,88.72
76.83,43.07,71.58,65.5,131.68,147.92,64.08
78.79,43.24,91.18,149.69,131.62,149.79,119.265
77.94,41.55,57.13,57.62,134.78,148.8,59.36
75.35,51.46,59.15,50.49,128.16,144.36,56.45
71.76,52.65,113.55,128.97,126.23,149.82,122.62
69.12,39.4,145.65,144.7,124.93,153.92,146.25
63.6,33.38,137.97,138.91,132.85,142.77,139.035
68.15,29.15,140.27,146.44,136.36,152.6,143.485
72.7,52.46,134.58,124.35,124.91,144.44,132.54
69.8,39.17,108.97,105.08,126.51,149.68,109.42
75.51,49.13,108.68,105.48,125.72,144.41,108.82499999999999
64.2,22.17,143.88,151.48,147.11,147.63,147.005
73.9,47.9,101.28,88.89,128.3,149.43,96.47
73.71,48.03,90.92,78.95,127.43,145.16,85.055
76.81,56.96,46.78,46.98,137.43,153.72,43.14
69.54,41.65,69.77,63.19,140.51,146.53,63.455
70.72,57.8,78.58,56.61,138.58,134.9,68.345
68.9,50.46,84.61,69.84,133.43,139.31,80.13
61.6,45.59,111.66,100.53,128.6,140.52,111.245
58.82,41.14,121.24,110.63,131.17,144.49,119.865
53.36,37.77,101.44,90.97,130.42,143.11,99.49
72.63,48.03,84.81,75.94,120.65,145.06,84.48
72.51,53.95,63.79,54.36,123.42,142.98,63.44
75.49,51.49,49.22,49.02,121.72,147.22,53.71
70.22,49.63,66.98,60.3,120.46,142.25,67.035
72.39,56.01,77.9,67.2,121.42,142.24,74.50999999999999
70.93,53.33,80.17,67.16,120.12,150.74,74.605
59.33,39.58,107.26,93.18,123.17,145.22,105.44
66.2,42.44,95.78,83.16,118.3,144.97,93.985
60.03,35.8,97.22,79.26,120.75,145.84,91.97999999999999
53.76,33.58,101.49,88.77,124.15,145.08,97.815
